Старый адрес,Новый адрес,Тип,Проверить
https://avtomoyki.kz/p120450139-odnodiskovaya-mashina-dlya.html,https://b2btech.kz/product/155-odnodiskovaya-mashina-dlya-chistki-polirovki-polov-chancee-dc1517,товар (по коду),
https://avtomoyki.kz/p120534966-fen-dlya-sushki.html,https://b2btech.kz/product/156-fen-dlya-sushki-polov-i-kovrovyh-pokrytiy-chancee-fa650,товар (по коду),
https://avtomoyki.kz/p122287183-portalnaya-moechnaya-ustanovka.html,https://b2btech.kz/product/157-portalnaya-moechnaya-ustanovka-dlya-gruzovyh-avtomobiley-risense-cb-73,товар (по коду),
https://avtomoyki.kz/p122771497-dvuhstoechnyj-podemnik-445s.html,https://b2btech.kz/catalog/sto/dvuhstoechnye-podemniki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p122804735-dvuhstoechnyj-podemnik-345.html,https://b2btech.kz/catalog/sto/dvuhstoechnye-podemniki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p122911976-dvuhstoechnyj-podemnik-342s.html,https://b2btech.kz/catalog/sto/dvuhstoechnye-podemniki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p122912114-dvuhstoechnyj-podemnik-242s.html,https://b2btech.kz/catalog/sto/dvuhstoechnye-podemniki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p122912167-dvuhstoechnyj-podemnik-power.html,https://b2btech.kz/catalog/sto/dvuhstoechnye-podemniki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p122912320-dvuhstoechnyj-avtopodemnik-power.html,https://b2btech.kz/catalog/sto/dvuhstoechnye-podemniki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p122912360-dvuhstoechnyj-avtopodemnik-smart.html,https://b2btech.kz/catalog/sto/dvuhstoechnye-podemniki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p122922666-stanok-shinomontazhnyj-s110.html,https://b2btech.kz/catalog/sto/shinomontazhnoe-oborudovanie,товар → раздел (из экспорта),да
https://avtomoyki.kz/p122922705-stanok-shinomontazhnyj-c110.html,https://b2btech.kz/catalog/sto/shinomontazhnoe-oborudovanie,товар → раздел (из экспорта),да
https://avtomoyki.kz/p122923037-stanok-shinomontazhnyj-s222.html,https://b2btech.kz/catalog/sto/shinomontazhnoe-oborudovanie,товар → раздел (из экспорта),да
https://avtomoyki.kz/p122923077-stanok-shinomontazhnyj-c224.html,https://b2btech.kz/catalog/sto/shinomontazhnoe-oborudovanie,товар → раздел (из экспорта),да
https://avtomoyki.kz/p123347261-geoliner-630-kit.html,https://b2btech.kz/product/169-geoliner-630-kit,товар (по коду),
https://avtomoyki.kz/p123352273-geoliner-650xd-lift.html,https://b2btech.kz/product/170-geoliner-650xd-lift-kit,товар (по названию),
https://avtomoyki.kz/p123917482-rotornoe-kope-portotecnica.html,https://b2btech.kz/product/171-rotornoe-kope-portotecnica-turbo-nozzle-cleaning-gryazekiller,товар (по коду),
https://avtomoyki.kz/p123917518-penokomplekt-idrobase-zl16k.html,https://b2btech.kz/product/172-penokomplekt-idrobase-zl-16k-g-dlinnyy-shtok,товар (по коду),
https://avtomoyki.kz/p124136757-polomoechnaya-mashina.html,https://b2btech.kz/product/173-polomoechnaya-mashina-61-bf-68,товар (по коду),
https://avtomoyki.kz/p125223792-yangzi-s13-promyshlennaya.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p125313103-yangzi-s14-podmetalno.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p125325272-yangzi-s10-privodnaya.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p125329524-yangzi-podmetalnaya-mashinu.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p125332199-s12-promyshlennaya-podmetalnaya.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p125332208-yangzi-s11-podmetalno.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p125332339-yangzi-s15-polnostyu.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126016757-professionalnyj-pylevodosos-106.html,https://b2btech.kz/product/181-professionalnyy-pylevodosos-yz-106,товар (по коду),
https://avtomoyki.kz/p126016815-professionalnyj-pylevodosos-108.html,https://b2btech.kz/product/182-professionalnyy-pylevodosos-yz-108,товар (по коду),
https://avtomoyki.kz/p126017615-professionalnyj-pylevodosos-302s.html,https://b2btech.kz/product/183-professionalnyy-pylevodosos-yz-302s,товар (по коду),
https://avtomoyki.kz/p126646194-razdatchik-dlya-konsistentnyh.html,https://b2btech.kz/product/184-razdatchik-dlya-konsistentnyh-smazok-gz-9t,товар (по коду),
https://avtomoyki.kz/p126646213-razdatchik-dlya-konsistentnyh.html,https://b2btech.kz/product/185-razdatchik-dlya-konsistentnyh-smazok-rs-8,товар (по коду),
https://avtomoyki.kz/p126646269-nagnetatel-smazok-ruchnoj.html,https://b2btech.kz/product/187-nagnetatel-smazok-ruchnoy-rs-6s,товар (по коду),
https://avtomoyki.kz/p126646277-ustanovka-dlya-razdachi.html,https://b2btech.kz/product/188-ustanovka-dlya-razdachi-konsistentnyh-smazok-gz-301,товар (по коду),
https://avtomoyki.kz/p126693479-kleen.html,https://b2btech.kz/product/189-kleen,товар (по коду),
https://avtomoyki.kz/p126915413-avtomaticheskaya-portalnaya-schetochnaya.html,https://b2btech.kz/catalog/avtomojka/portalnye-avtomoyki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126915607-avtomaticheskaya-portalnaya-schetochnaya.html,https://b2btech.kz/catalog/avtomojka/portalnye-avtomoyki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126915920-portalnaya-robotizirovannaya-schetochnaya.html,https://b2btech.kz/catalog/avtomojka/portalnye-avtomoyki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126916565-robotizirovannaya-beskontaktnaya-moechnaya.html,https://b2btech.kz/catalog/avtomojka/beskontaktnye-robotizirovannye-avtomoyki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126919797-beskontaktnaya-robotizirovannaya-obraznaya.html,https://b2btech.kz/catalog/avtomojka/beskontaktnye-robotizirovannye-avtomoyki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126920013-avtomaticheskaya-portalnaya-beskontaktnaya.html,https://b2btech.kz/catalog/avtomojka/beskontaktnye-robotizirovannye-avtomoyki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126920049-konvejernaya-avtomojka-tunnelnogo.html,https://b2btech.kz/catalog/avtomojka/avtomaticheskie-konveyernye-avtomoyki-tunnelnogo,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126939182-podmetalnaya-uborochnaya-mashina.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126939193-podmetalnaya-uborochnaya-mashina.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126939231-podmetalnaya-uborochnaya-mashina.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126939328-avtomaticheskaya-tunnelnaya-avtomojka.html,https://b2btech.kz/catalog/avtomojka/avtomaticheskie-konveyernye-avtomoyki-tunnelnogo,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126939552-avtomaticheskaya-tunnelnaya-avtomojka.html,https://b2btech.kz/catalog/avtomojka/avtomaticheskie-konveyernye-avtomoyki-tunnelnogo,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126939647-konvejernaya-avtomojka-tunnelnogo.html,https://b2btech.kz/catalog/avtomojka/avtomaticheskie-konveyernye-avtomoyki-tunnelnogo,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126939702-avtomaticheskaya-tunnelnaya-konvejernaya.html,https://b2btech.kz/catalog/avtomojka/avtomaticheskie-konveyernye-avtomoyki-tunnelnogo,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126973503-beskontaktnaya-obraznaya-mojka.html,https://b2btech.kz/catalog/avtomojka/beskontaktnye-robotizirovannye-avtomoyki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126978244-robotizirovannaya-podmetalnaya-mashina.html,https://b2btech.kz/catalog/klining/polomoechnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126978350-avtonomnaya-polomoechnaya-mashina.html,https://b2btech.kz/catalog/klining/polomoechnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p126978529-avtomatizirovannaya-polomoechnaya-mashinasc80.html,https://b2btech.kz/catalog/klining/polomoechnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p127456350-kompressor-401-tandem.html,https://b2btech.kz/catalog/sto/kompressory-porshnevye-vozdushnye,товар → раздел (из экспорта),да
https://avtomoyki.kz/p128535541-wet-255-3za.html,https://b2btech.kz/product/210-wet-255-3za,товар (по коду),
https://avtomoyki.kz/p128535559-wet-355.html,https://b2btech.kz/product/211-wet-355,товар (по коду),
https://avtomoyki.kz/p128535576-wet-750-3za.html,https://b2btech.kz/product/212-wet-750-3za,товар (по коду),
https://avtomoyki.kz/p128611298-wet-375.html,https://b2btech.kz/product/213-wet-375,товар (по коду),
https://avtomoyki.kz/p128611335-mojka-vysokogo-davleniya.html,https://b2btech.kz/product/214-moyka-vysokogo-davleniya-wdt-375-bez-pulta-upravleniya,товар (по коду),
https://avtomoyki.kz/p128611359-mojka-vysokogo-davleniya.html,https://b2btech.kz/product/215-moyka-vysokogo-davleniya-wdt-355-bez-pulta-upravleniya,товар (по коду),
https://avtomoyki.kz/p128611378-mojka-vysokogo-davleniya.html,https://b2btech.kz/product/216-moyka-vysokogo-davleniya-wdt-750-3za-2515-bez-pulta-upravleniya,товар (по коду),
https://avtomoyki.kz/p128611397-mojka-vysokogo-davleniya.html,https://b2btech.kz/product/217-moyka-vysokogo-davleniya-wdt-255-3za2014-bez-pulta-upravleniya,товар (по коду),
https://avtomoyki.kz/p128611474-monoblok-motor-pompa.html,https://b2btech.kz/product/218-monoblok-motor-pompa-wd-5-5-1814,товар (по коду),
https://avtomoyki.kz/p128611636-monoblok-motor-pompa.html,https://b2btech.kz/product/219-monoblok-motor-pompa-wd-7-5-2515,товар (по коду),
https://avtomoyki.kz/p128611653-monoblok-motor-pompa.html,https://b2btech.kz/product/220-monoblok-motor-pompa-wd-5-5-2014,товар (по коду),
https://avtomoyki.kz/p128611667-monoblok-motor-pompa.html,https://b2btech.kz/product/221-monoblok-motor-pompa-wd-7-5-1814,товар (по коду),
https://avtomoyki.kz/p128898448-zaryadnaya-stantsiya-wsc50.html,https://b2btech.kz/product/222-zaryadnaya-stanciya-wsc50,товар (по коду),
https://avtomoyki.kz/p128898540-zaryadnaya-stantsiya-wsc80.html,https://b2btech.kz/product/223-zaryadnaya-stanciya-wsc80,товар (по коду),
https://avtomoyki.kz/p129112711-podmetalnaya-uborochnaya-mashina.html,https://b2btech.kz/product/224-podmetalnaya-uborochnaya-mashina-yangzi-s16,товар (по коду),
https://avtomoyki.kz/p129469507-polomoechnaya-mashina-k90.html,https://b2btech.kz/product/225-polomoechnaya-mashina-k90-li-ion,товар (по коду),
https://avtomoyki.kz/p129505604-polomoechnaya-mashina.html,https://b2btech.kz/product/228-polomoechnaya-mashina-m-30,товар (по коду),
https://avtomoyki.kz/p129505918-polomoechnaya-mashina-ion.html,https://b2btech.kz/product/229-polomoechnaya-mashina-k-70-li-ion,товар (по коду),
https://avtomoyki.kz/p130252812-mojka-vysokogo-davleniya.html,https://b2btech.kz/product/231-moyka-vysokogo-davleniya-s-podogrevom-vody,товар (по коду),
https://avtomoyki.kz/p131225189-penogenerator.html,https://b2btech.kz/product/233-penogenerator-24-l,товар (по коду),
https://avtomoyki.kz/p131225236-penogenerator-100.html,https://b2btech.kz/product/235-penogenerator-100-l,товар (по коду),
https://avtomoyki.kz/p131225253-penogenerator.html,https://b2btech.kz/product/236-penogenerator-24-l,товар (по коду),
https://avtomoyki.kz/p131225291-penogenerator.html,https://b2btech.kz/product/237-penogenerator-50-l,товар (по коду),
https://avtomoyki.kz/p126646260-razdachi-konsistentnyh-smazok.html,https://b2btech.kz/product/186-razdachi-konsistentnyh-smazok-gz-7,товар (по коду),
https://avtomoyki.kz/p126938920-podmetalnaya-uborochnaya-mashina.html,https://b2btech.kz/catalog/klining/podmetalnye-mashiny,товар → раздел (из экспорта),да
https://avtomoyki.kz/p129505095-vertikalnaya-akkumulyatornaya-polomoechnaya.html,https://b2btech.kz/product/226-vertikalnaya-akkumulyatornaya-polomoechnaya-mashina-x06c-plus,товар (по коду),
https://avtomoyki.kz/p129505130-polomoechnaya-mashina-ion.html,https://b2btech.kz/product/227-polomoechnaya-mashina-m-30-li-ion,товар (по коду),
https://avtomoyki.kz/p129505949-polomoechnaya-mashina-sidenem.html,https://b2btech.kz/product/230-polomoechnaya-mashina-s-sidenem-dlya-operatora-k-80-li-ion,товар (по коду),
https://avtomoyki.kz/p131225123-sistema-ochistki-vody.html,https://b2btech.kz/product/232-sistema-ochistki-vody-rsq-4-6t,товар (по коду),
https://avtomoyki.kz/p131225212-penogenerator.html,https://b2btech.kz/product/234-penogenerator-50-l,товар (по коду),
https://avtomoyki.kz/p134666385-beskontaktnaya-robotizirovannaya-avtomaticheskaya.html,https://b2btech.kz/catalog/avtomojka/beskontaktnye-robotizirovannye-avtomoyki,товар → раздел (из экспорта),да
https://avtomoyki.kz/p2464333-professionalnyj-dvuhmotornyj-pylevodosos.html,https://b2btech.kz/product/3-professionalnyy-dvuhmotornyy-pylevodosos-topper-429-f-inox,товар (снят с публикации на Satu),
https://avtomoyki.kz/p2464384-professionalnyj-trehmotornyj-pylevodosos.html,https://b2btech.kz/product/4-professionalnyy-trehmotornyy-pylevodosos-topper-440-m-inox,товар (снят с публикации на Satu),
https://avtomoyki.kz/p2464959-mojka-vysokogo-davleniya.html,https://b2btech.kz/product/22-moyka-vysokogo-davleniya-s-podogrevom-vody-ipc-portotecnica-universe-h,товар (снят с публикации на Satu),
https://avtomoyki.kz/p13954082-professionalnyj-apparat-vysokogo.html,https://b2btech.kz/product/44-professionalnyy-apparat-vysokogo-davleniya-wet-255-200-bar-kesher-dlya,товар (снят с публикации на Satu),
https://avtomoyki.kz/p44710844-udarnyj-gajkovert-7748tl.html,https://b2btech.kz/product/52-udarnyy-gaykovert-sr-7748tl,товар (снят с публикации на Satu),
https://avtomoyki.kz/p44710900-udarnyj-gajkovert-7769.html,https://b2btech.kz/product/53-udarnyy-gaykovert-cp-7769,товар (снят с публикации на Satu),
https://avtomoyki.kz/p44711235-udarnyj-gajkovert-7736.html,https://b2btech.kz/product/54-udarnyy-gaykovert-cp-7736,товар (снят с публикации на Satu),
https://avtomoyki.kz/p44713247-udarnyj-gajkovert-7749.html,https://b2btech.kz/product/55-udarnyy-gaykovert-cp-7749,товар (снят с публикации на Satu),
https://avtomoyki.kz/p44713307-udarnyj-uglovoj-gajkovert.html,https://b2btech.kz/product/56-udarnyy-uglovoy-gaykovert-cp-7737,товар (снят с публикации на Satu),
https://avtomoyki.kz/p44714059-domkrat-podkatnoj-80030.html,https://b2btech.kz/product/57-domkrat-podkatnoy-cp-80030,товар (снят с публикации на Satu),
https://avtomoyki.kz/p44714243-treschotka-pnevmaticheskaya-886h.html,https://b2btech.kz/product/58-treschotka-pnevmaticheskaya-cr-886h,товар (снят с публикации на Satu),
https://avtomoyki.kz/p44714257-dinamometricheskij-klyuch-8915.html,https://b2btech.kz/product/59-dinamometricheskiy-klyuch-cp-8915,товар (снят с публикации на Satu),
https://avtomoyki.kz/p46275983-avtopodyomnik-dvuhstoechnyj-elektrogidravlicheskij.html,https://b2btech.kz/product/80-avtopodemnik-dvuhstoechnyy-elektrogidravlicheskiy-ravaglioli-kph370-42,товар (снят с публикации на Satu),
https://avtomoyki.kz/p56189316-avtopodyomnik-chetyryohstoechnyj-elektrogidravlicheskij.html,https://b2btech.kz/product/86-avtopodemnik-chetyrehstoechnyy-elektrogidravlicheskiy-ravaglioli-rav-4,товар (снят с публикации на Satu),
https://avtomoyki.kz/p56189914-avtopodyomnik-chetyryohstoechnyj-elektrogidravlicheskij.html,https://b2btech.kz/product/87-avtopodemnik-chetyrehstoechnyy-elektrogidravlicheskiy-ravaglioli-rav-4,товар (снят с публикации на Satu),
https://avtomoyki.kz/p56190027-avtopodyomnik-chetyryohstoechnyj-elektrogidravlicheskij.html,https://b2btech.kz/product/88-avtopodemnik-chetyrehstoechnyy-elektrogidravlicheskiy-ravaglioli-rav-4,товар (снят с публикации на Satu),
https://avtomoyki.kz/p56190069-avtopodyomnik-chetyryohstoechnyj-elektrogidravlicheskij.html,https://b2btech.kz/product/89-avtopodemnik-chetyrehstoechnyy-elektrogidravlicheskiy-ravaglioli-rav-4,товар (снят с публикации на Satu),
https://avtomoyki.kz/p56190100-nozhnichnyj-podemnik-ravaglioli.html,https://b2btech.kz/product/90-nozhnichnyy-podemnik-ravaglioli-rav-535-italiya,товар (снят с публикации на Satu),
https://avtomoyki.kz/p56190121-nozhnichnyj-podemnik-ravaglioli.html,https://b2btech.kz/product/91-nozhnichnyy-podemnik-ravaglioli-rav-535l-italiya,товар (снят с публикации на Satu),
https://avtomoyki.kz/p59176975-stend-dlya-pravki.html,https://b2btech.kz/product/92-stend-dlya-pravki-metallicheskih-diskov-tmp-104,товар (снят с публикации на Satu),
https://avtomoyki.kz/p91692707-apparat-vysokogo-davleniya.html,https://b2btech.kz/product/130-apparat-vysokogo-davleniya-portotecnica-automax-c-1814p,товар (снят с публикации на Satu),
https://avtomoyki.kz/p95241151-professionalnyj-pylevodosos-elsea.html,https://b2btech.kz/product/132-professionalnyy-pylevodosos-elsea-ares-plus-wp110,товар (снят с публикации на Satu),
https://avtomoyki.kz/p110163824-udarnyj-gajkovert-7741.html,https://b2btech.kz/product/143-udarnyy-gaykovert-cp-7741,товар (снят с публикации на Satu),
https://avtomoyki.kz/p110163857-udarnyj-gajkovert-7763.html,https://b2btech.kz/product/144-udarnyy-gaykovert-cp-7763,товар (снят с публикации на Satu),
https://avtomoyki.kz/p110163954-pnevmaticheskaya-nizkooborotistaya-shlifovalnaya.html,https://b2btech.kz/product/145-pnevmaticheskaya-nizkooborotistaya-shlifovalnaya-mashinka-chicago-pneu,товар (снят с публикации на Satu),
https://avtomoyki.kz/p112659430-professionalnyj-dvuhmotornyj-pylevodosos.html,https://b2btech.kz/product/148-professionalnyy-dvuhmotornyy-pylevodosos-elsea-exel220-cw,товар (снят с публикации на Satu),
https://avtomoyki.kz/p112660129-professionalnyj-pylevodosos-akvafiltrom.html,https://b2btech.kz/product/149-professionalnyy-pylevodosos-s-akvafiltrom-elsea-bio-wet-dry-wp-110,товар (снят с публикации на Satu),
